每日晋级数据 TOP100
2015-12-05 晋级数据 TOP100 女子组 (总票数: 189073)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 14 | 02292 |  1.5% ] 月岛 - Hybrid Child
[ 15 | 02230 |  1.5% ] 拉克斯·维尔特 - 终结的炽天使
[ 16 | 02075 |  1.4% ] 光秀 - 赤发白雪姬
[ 17 | 01955 |  1.3% ] 前野蜜也 - 月刊少女野崎君OVA
[ 18 | 01769 |  1.2% ] 黑咲隼 - 游戏王ARC-V
[ 19 | 01653 |  1.1% ] 泽渡慎吾 - 游戏王ARC-V
[ 20 | 01621 |  1.1% ] 康尼·斯普林格 - 进击的巨人剧场版
[ 21 | 01141 |  0.8% ] 相模静梦 - 日常系的异能战斗
[ 22 | 01021 |  0.7% ] 田中阳一 - 青春之旅OAD
[ 23 | 00991 |  0.7% ] 泷川八寻 - 新妹魔王的契约者
[ 24 | 00984 |  0.7% ] 浦上 - 寄生兽 生命的准则
[ 25 | 00764 |  0.5% ] 花宫真 - 黑子的篮球 第三季
[ 26 | 00701 |  0.5% ] 实浏玲央 - 黑子的篮球 第三季
[ 27 | 00669 |  0.4% ] 叶山小太郎 - 黑子的篮球 第三季
[ 28 | 00503 |  0.3% ] 绯焰 - ChaosDragon赤龙战役
[ 29 | 00487 |  0.3% ] 岩濑启一 - 雨色可可
[ 30 | 00470 |  0.3% ] 田所迅 - 飙速宅男 第二季
[ 31 | 00436 |  0.3% ] 苏鲁特 - 圣斗士星矢 黄金魂
[ 32 | 00421 |  0.3% ] 忍者杀手 - 忍者杀手
[ 33 | 00361 |  0.2% ] 米勒斯·麦尔 - 黑街
[ 34 | 00287 |  0.2% ] 镭射眼 - 天雷争霸 复仇者联盟
[ 35 | 00248 |  0.2% ] 片桐镜磨 - 枪神斯托拉塔斯
[ 36 | 00215 |  0.1% ] 濑名圣也 - 恋爱舞台OVA
[ 37 | 00167 |  0.1% ] 望月识 - 枕男子
[ 38 | 00127 |  0.1% ] 菊地原士郎 - 境界触发者
[ 39 | 00122 |  0.1% ] 伊佐坂甚六 - 海螺小姐
[ 40 | 00083 |  0.1% ] 木村信介 - 黑子的篮球 第三季
[ 41 | 00079 |  0.1% ] 福田宽 - 黑子的篮球 第三季
[ 42 | 00072 |  0.0% ] 宗佐圆觉 - 美男高校地球防卫部LOVE
[ 43 | 00071 |  0.0% ] 修 - 暴力宇宙海贼 亚空的深渊
[ 44 | 00066 |  0.0% ] 时枝充 - 境界触发者

2015-11-16 晋级数据 TOP100 女子组 (总票数: 137190)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 26237 | 19.1% ] 东条希 - Love Live! The School Idol Movie
[ 02 | 24833 | 18.1% ] 莉法(桐谷直叶) - 刀剑神域 第二季
[ 03 | 12049 |  8.8% ] 莉兹贝特(筱崎里香) - 刀剑神域 第二季
[ 04 | 10304 |  7.5% ] 登势婆婆 - 银魂°
[ 05 | 06574 |  4.8% ] 坂木静香 - 白箱
[ 06 | 05561 |  4.1% ] 高鸭稳乃 - 天才麻将少女 阿知贺篇SP
[ 07 | 05388 |  3.9% ] 宫内光华 - 悠哉日常大王 第二季
[ 08 | 05236 |  3.8% ] 成濑万理亚 - 新妹魔王的契约者
[ 09 | 04452 |  3.2% ] K·K - 血界战线
[ 10 | 04422 |  3.2% ] 六合冢弥生 - 心理测量者 第二季
[ 11 | 03976 |  2.9% ] 东兔角 - 恶魔之谜 TV未放送
[ 12 | 02804 |  2.0% ] 雾岛 - 苍蓝钢铁的琶音DC
[ 13 | 02584 |  1.9% ] 萩原雪步 - 偶像大师剧场版
[ 14 | 02249 |  1.6% ] 佐佐木佳织 - 寻找遗失的未来
[ 15 | 02196 |  1.6% ] 杰诺瓦 - 高校龙中龙D×D BorN
[ 16 | 01688 |  1.2% ] 小鸟游一枝 - 迷糊餐厅 第三季
[ 17 | 01683 |  1.2% ] 莉莎·海沃克尔 - 铳皇无尽的法夫纳
[ 18 | 01333 |  1.0% ] 桐谷柩 - 恶魔之谜 TV未放送
[ 19 | 01082 |  0.8% ] 朝比奈桃子 - 临时女友
[ 20 | 00964 |  0.7% ] 砂川爱 - 俺物语
[ 21 | 00834 |  0.6% ] 仓上日向 - 向山进发 第二季
[ 22 | 00749 |  0.5% ] 诸星琪拉莉 - 偶像大师 灰姑娘女孩
[ 23 | 00713 |  0.5% ] 凤蝶 - 境界之轮回
[ 24 | 00695 |  0.5% ] 米泽纱千子 - 城下町的蒲公英
[ 25 | 00617 |  0.4% ] 祝诺莉 - ChaosDragon赤龙战役
[ 26 | 00607 |  0.4% ] 霍尔米 - SHOW BY ROCK!!
[ 27 | 00572 |  0.4% ] 雨取千佳 - 境界触发者
[ 28 | 00533 |  0.4% ] 花代 - 选择扩散者
[ 29 | 00507 |  0.4% ] 三次千寻 - 玉响剧场版
[ 30 | 00490 |  0.4% ] 神崎美月 - 偶像活动剧场版
[ 31 | 00468 |  0.3% ] 铃音老师 - 闪乱神乐OVA
[ 32 | 00461 |  0.3% ] 后藤又兵卫 - 百花缭乱OVA
[ 33 | 00450 |  0.3% ] 桐山优月 - 临时女友
[ 34 | 00447 |  0.3% ] 叶美奈子 - 电波教师
[ 35 | 00426 |  0.3% ] 日野茜 - 偶像大师 灰姑娘女孩
[ 36 | 00405 |  0.3% ] 寒咲干 - 飙速宅男 第二季
[ 37 | 00353 |  0.3% ] 梅尔蒂 - 翠星的加尔刚蒂亚OVA
[ 38 | 00299 |  0.2% ] 佐伯鞠香 - 临时女友
[ 39 | 00284 |  0.2% ] 山岸风花 - 女神异闻录3剧场版
[ 40 | 00236 |  0.2% ] 小狗 - 干支魂
[ 41 | 00199 |  0.1% ] 日向咲(Cure Bloom) - 光之美少女全明星 春季嘉年华
[ 42 | 00192 |  0.1% ] 加姆 - 牙狼 炎之刻印
[ 43 | 00175 |  0.1% ] 罗萨莉 - CROSSANGE 天使与龙的轮舞
[ 44 | 00175 |  0.1% ] 伊佐坂阿轻 - 海螺小姐
[ 45 | 00156 |  0.1% ] 小吓 - 干支魂
[ 46 | 00145 |  0.1% ] 螺子川来梦 - 临时女友
[ 47 | 00128 |  0.1% ] 格里埃尔·塞雷尼提 - 暴力宇宙海贼 亚空的深渊
[ 48 | 00117 |  0.1% ] 叶月胡桃 - 快盗天使双胞胎OVA
[ 49 | 00076 |  0.1% ] 铃本文 - 旋转少女
[ 50 | 00066 |  0.0% ] 本田老师 - 团地友夫

2015-11-16 晋级数据 TOP100 男子组 (总票数: 129638)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 33274 | 25.7% ] 杀老师 - 暗杀教室
[ 02 | 26748 | 20.6% ] 朱利叶斯·金斯利(鲁路修) - CodeGeass亡国的阿基德
[ 03 | 15481 | 11.9% ] 纪田正臣 - 无头骑士异闻录×2 承
[ 04 | 12537 |  9.7% ] 亚尔斯兰 - 亚尔斯兰战记
[ 05 | 05398 |  4.2% ] 白羊座穆 - 圣斗士星矢 黄金魂
[ 06 | 05157 |  4.0% ] 钢铁侠 - 天雷争霸 复仇者联盟
[ 07 | 04035 |  3.1% ] 高桥美咲 - 纯情罗曼史3
[ 08 | 03600 |  2.8% ] 直继 - 记录的地平线 第二季
[ 09 | 02593 |  2.0% ] 笕京太郎 - 大图书馆的牧羊人
[ 10 | 02387 |  1.8% ] 白石藏之介 - 新网球王子OVA vs Genius10
[ 11 | 02376 |  1.8% ] 鞍马 - 元气少女缘结神 第二季
[ 12 | 01841 |  1.4% ] 田中 - 黑执事 Book of Murder
[ 13 | 01234 |  1.0% ] 贝特霍尔德·胡佛 - 进击的巨人剧场版
[ 14 | 01167 |  0.9% ] 昙天火 - 笑傲昙天
[ 15 | 01141 |  0.9% ] 利瓦 - 斩·赤红之瞳
[ 16 | 01016 |  0.8% ] 巴鲁多 - 黑执事 Book of Murder
[ 17 | 00999 |  0.8% ] 吉尔伯特·F·阿尔斯坦 - 血界战线
[ 18 | 00951 |  0.7% ] 布利茨·T·艾布拉姆斯 - 血界战线
[ 19 | 00868 |  0.7% ] 丹尼斯·麦克菲德 - 游戏王ARC-V
[ 20 | 00733 |  0.6% ] 千石清纯 - 新网球王子OVA vs Genius10
[ 21 | 00718 |  0.6% ] 岛田秀雄 - 寄生兽 生命的准则
[ 22 | 00718 |  0.6% ] 西格蒙德 - 圣斗士星矢 黄金魂
[ 23 | 00530 |  0.4% ] 丰臣秀吉 - 战国无双
[ 24 | 00514 |  0.4% ] 佐仓良树 - 白箱
[ 25 | 00401 |  0.3% ] 土器连 - 可塑性记忆
[ 26 | 00368 |  0.3% ] 太刀川庆 - 境界触发者
[ 27 | 00354 |  0.3% ] 松风天马 - 闪电十一人剧场版 超次元梦幻比赛
[ 28 | 00323 |  0.2% ] 赫尔曼·路易士 - 牙狼 炎之刻印
[ 29 | 00319 |  0.2% ] 阿方索·圣·瓦利安提 - 牙狼 炎之刻印
[ 30 | 00240 |  0.2% ] 可爱川晴斗 - 枕男子
[ 31 | 00225 |  0.2% ] CLOVER教授 - 怪盗JOKER
[ 32 | 00212 |  0.2% ] 魔狭人 - 境界之轮回
[ 33 | 00208 |  0.2% ] 巴特兰 - 魔弹之王与战姬
[ 34 | 00131 |  0.1% ] 伊织顺平 - 女神异闻录3剧场版
[ 35 | 00120 |  0.1% ] 毁灭者德拉克斯 - 天雷争霸 复仇者联盟
[ 36 | 00116 |  0.1% ] 冰龙桐 - 未来卡搭档对战
[ 37 | 00107 |  0.1% ] 江川逞 - 网球优等生 第二季
[ 38 | 00097 |  0.1% ] 如月晓 - 未来卡搭档对战
[ 39 | 00083 |  0.1% ] 查理13世 - 巴哈姆特之怒
[ 40 | 00081 |  0.1% ] 太阳火 - 天雷争霸 复仇者联盟
[ 41 | 00073 |  0.1% ] 诹访洸太郎 - 境界触发者
[ 42 | 00073 |  0.1% ] 法夫纳 - 圣斗士星矢 黄金魂
[ 43 | 00051 |  0.0% ] 富井实 - 少年好莱坞 第二季
[ 44 | 00040 |  0.0% ] 赤月光 - 天雷争霸 复仇者联盟

2015-11-15 晋级数据 TOP100 女子组 (总票数: 162502)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 21539 | 13.3% ] 金色暗影 - ToLoveRu Darkness 2nd
[ 02 | 16507 | 10.2% ] 初濑伊纲 - 游戏人生OVA
[ 03 | 15755 |  9.7% ] 高坂丽奈 - 吹响！上低音号
[ 04 | 15469 |  9.5% ] 橘万里花 - 伪恋 第二季
[ 05 | 11655 |  7.2% ] 伊莉娜·耶拉比琪 - 暗杀教室
[ 06 | 09597 |  5.9% ] 吉田步美 - 名侦探柯南
[ 07 | 08706 |  5.4% ] 北白川馅子 - 玉子市场 剧场版
[ 08 | 06677 |  4.1% ] 轰八千代 - 迷糊餐厅 第三季
[ 09 | 06544 |  4.0% ] 乾日向子 - 食戟之灵
[ 10 | 05312 |  3.3% ] 山田葵 - 迷糊餐厅 第三季
[ 11 | 04747 |  2.9% ] 三岛沙树 - 无头骑士异闻录×2 承
[ 12 | 03961 |  2.4% ] 松实玄 - 天才麻将少女 阿知贺篇SP
[ 13 | 03876 |  2.4% ] 老师 - 电器街的漫画店
[ 14 | 03459 |  2.1% ] 巴泽特·弗拉加·马克雷密斯 - 魔法少女伊莉雅2wei Herz
[ 15 | 03329 |  2.0% ] 樱田妮妮 - 蜡笔小新2014剧场版
[ 16 | 02858 |  1.8% ] 走鳰 - 恶魔之谜 TV未放送
[ 17 | 02447 |  1.5% ] 樱田茜 - 城下町的蒲公英
[ 18 | 01980 |  1.2% ] 三好夏凛 - 结城友奈是勇者
[ 19 | 01974 |  1.2% ] 芙蕾多妮卡 - 棺姬嘉依卡 第二季
[ 20 | 01506 |  0.9% ] 不破优月 - 暗杀教室
[ 21 | 01302 |  0.8% ] 瓦伦缇娜·古丽卡·艾斯特斯 - 魔弹之王与战姬
[ 22 | 01277 |  0.8% ] 莉姆艾利莎 - 魔弹之王与战姬
[ 23 | 01233 |  0.8% ] 大槻唯 - 偶像大师 灰姑娘女孩
[ 24 | 01028 |  0.6% ] 贵月一花 - 在盛夏等待OVA
[ 25 | 00834 |  0.5% ] 皆城织姬 - 苍穹之法芙娜EXODUS
[ 26 | 00780 |  0.5% ] 高坂千奈 - 敢达创战者TRY
[ 27 | 00685 |  0.4% ] 亚莉莎·莱恩福尔特 - Falcom学园SC
[ 28 | 00648 |  0.4% ] 羽黑 - 苍蓝钢铁的琶音DC
[ 29 | 00634 |  0.4% ] 安娜 - 回忆中的玛妮
[ 30 | 00604 |  0.4% ] 稻姬 - 战国无双
[ 31 | 00583 |  0.4% ] 市原仁奈 - 偶像大师 灰姑娘女孩
[ 32 | 00579 |  0.4% ] 花咲蕾(Cure Blossom) - 光之美少女全明星 春季嘉年华
[ 33 | 00528 |  0.3% ] 佐城雪美 - 偶像大师 灰姑娘女孩
[ 34 | 00505 |  0.3% ] 茧 - 选择扩散者
[ 35 | 00505 |  0.3% ] 苍井晶 - 选择扩散者
[ 36 | 00418 |  0.3% ] 里见诗春 - 日常系的异能战斗
[ 37 | 00407 |  0.3% ] 汤本小百合 - 玉子市场 剧场版
[ 38 | 00365 |  0.2% ] 薇薇·荷罗派涅 - 棺姬嘉依卡 第二季
[ 39 | 00347 |  0.2% ] 许褚仲康 - 一骑当千 Extravaganza Epoch
[ 40 | 00238 |  0.1% ] 秋元小町(Mint) - 光之美少女全明星 春季嘉年华
[ 41 | 00219 |  0.1% ] 小马 - 干支魂
[ 42 | 00178 |  0.1% ] 蜂子 - 爱·天地无用
[ 43 | 00155 |  0.1% ] 狭雾友子 - 绝命制裁X
[ 44 | 00142 |  0.1% ] 小百合 - 闪乱神乐OVA
[ 45 | 00137 |  0.1% ] 园川和江 - 生存游戏部OVA
[ 46 | 00099 |  0.1% ] 木下哲子 - 团地友夫
[ 47 | 00055 |  0.0% ] 安娜·克丽斯蒂 - 魔神之骨
[ 48 | 00049 |  0.0% ] 奈奈菜友子 - 未来卡搭档对战
[ 49 | 00037 |  0.0% ] 大森穗留须 - Venus Project Climax
[ 50 | 00033 |  0.0% ] 红神明日花 - Venus Project Climax

2015-11-15 晋级数据 TOP100 男子组 (总票数: 140422)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 27598 | 19.7% ] 言峰绮礼 - Fate/stay night [UBW]
[ 02 | 21851 | 15.6% ] 银仙 - 银仙
[ 03 | 19899 | 14.2% ] 莱昂纳多·沃奇 - 血界战线
[ 04 | 17515 | 12.5% ] 哈斯太 - 潜行吧奈亚子F
[ 05 | 08014 |  5.7% ] 冰室辰也 - 黑子的篮球 第三季
[ 06 | 06483 |  4.6% ] 山田龙 - 山田君与七个魔女
[ 07 | 02754 |  2.0% ] 忌布基 - ChaosDragon赤龙战役
[ 08 | 02710 |  1.9% ] 阿道夫·莱因哈德 - 火星异种
[ 09 | 02692 |  1.9% ] 藤本高虎 - 青春×机关枪
[ 10 | 02640 |  1.9% ] 高卢·加雷特·德·罗瓦 - DOG DAYS 第三季
[ 11 | 02337 |  1.7% ] 圣川真斗 - 歌之王子殿下 第三季
[ 12 | 02205 |  1.6% ] 神宫寺莲 - 歌之王子殿下 第三季
[ 13 | 02060 |  1.5% ] 地纹明日汰 - 世界征服谋略之星OVA
[ 14 | 01971 |  1.4% ] 一条龙马 - 恋爱舞台OVA
[ 15 | 01965 |  1.4% ] 翟鹤(绿龙) - 晨曦公主
[ 16 | 01732 |  1.2% ] 结城达也 - 敢达创战者TRY
[ 17 | 01712 |  1.2% ] 丹尼尔·蒙洛 - 黑街
[ 18 | 01395 |  1.0% ] 草津锦史郎 - 美男高校地球防卫部LOVE
[ 19 | 01064 |  0.8% ] 尔乃美家累 - 科学小飞侠Crowds 第二季
[ 20 | 01039 |  0.7% ] 赤马零罗 - 游戏王ARC-V
[ 21 | 01009 |  0.7% ] 穴户亮 - 新网球王子OVA vs Genius10
[ 22 | 00987 |  0.7% ] 白木忠直 - 玉子市场 剧场版
[ 23 | 00858 |  0.6% ] 小凑亚耶 - 青春之旅OAD
[ 24 | 00720 |  0.5% ] 小堀浩志 - 黑子的篮球 第三季
[ 25 | 00710 |  0.5% ] 岩泉一 - 排球少年剧场版
[ 26 | 00700 |  0.5% ] 鬼道有人 - 闪电十一人剧场版 超次元梦幻比赛
[ 27 | 00635 |  0.5% ] 风魔小太郎 - 战国无双
[ 28 | 00594 |  0.4% ] 有马燻 - 美男高校地球防卫部LOVE
[ 29 | 00590 |  0.4% ] 黑豹 - 天雷争霸 复仇者联盟
[ 30 | 00536 |  0.4% ] 日吉若 - 新网球王子OVA vs Genius10
[ 31 | 00505 |  0.4% ] 千岁千里 - 新网球王子OVA vs Genius10
[ 32 | 00472 |  0.3% ] 卡拉维·里斯雷 - DOG DAYS 第三季
[ 33 | 00448 |  0.3% ] 柊征志郎 - 终结的炽天使
[ 34 | 00425 |  0.3% ] 敏克 - 戏剧性谋杀 TV未放送
[ 35 | 00264 |  0.2% ] 三船入道 - 新网球王子OVA vs Genius10
[ 36 | 00259 |  0.2% ] 葛德温·多留尔 - DOG DAYS 第三季
[ 37 | 00257 |  0.2% ] 西园寺 - 我们大家的河合庄
[ 38 | 00252 |  0.2% ] 菲洛克 - 翠星的加尔刚蒂亚OVA
[ 39 | 00199 |  0.1% ] 笹山正刚 - 教室危机
[ 40 | 00133 |  0.1% ] 葱山一束 - 未来卡搭档对战
[ 41 | 00077 |  0.1% ] 坂本辙平 - 梦幻足球手Stella OVA
[ 42 | 00074 |  0.1% ] 天宝院弓弦 - 舞力四射
[ 43 | 00046 |  0.0% ] 勅使河原恭一 - 少年好莱坞 第二季
[ 44 | 00036 |  0.0% ] 古斯特斯 - 魔神之骨

2015-11-14 晋级数据 TOP100 女子组 (总票数: 159045)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 40921 | 25.7% ] 土间埋 - 干物妹小埋
[ 02 | 16388 | 10.3% ] 艾斯德斯 - 斩·赤红之瞳
[ 03 | 13817 |  8.7% ] 新堂爱 - 境界的彼方 剧场版
[ 04 | 13458 |  8.5% ] 岩泽雅美 - Angel Beats OVA
[ 05 | 12918 |  8.1% ] 桂雏菊 - 旋风管家OAD
[ 06 | 10867 |  6.8% ] 雾岛 - 舰队collection
[ 07 | 06200 |  3.9% ] 小花铃 - 那就是声优
[ 08 | 06028 |  3.8% ] 克蕾儿·露裘 - 精灵使的剑舞OVA
[ 09 | 03494 |  2.2% ] 奥田爱美 - 暗杀教室
[ 10 | 03353 |  2.1% ] 莎罗曼 - 甘城光辉游乐园
[ 11 | 03285 |  2.1% ] 大宫忍 - 黄金拼图 第二季
[ 12 | 02705 |  1.7% ] 星宫凯特 - 世界征服谋略之星OVA
[ 13 | 02458 |  1.5% ] 艾莉丝·法兰格尔托 - 精灵使的剑舞OVA
[ 14 | 02321 |  1.5% ] 御神乐星锁 - 御神乐学园组曲
[ 15 | 01826 |  1.1% ] 樱庭玉藻 - 大图书馆的牧羊人
[ 16 | 01798 |  1.1% ] 四条贵音 - 偶像大师剧场版
[ 17 | 01745 |  1.1% ] 宇佐见薰子 - 纯情罗曼史3
[ 18 | 01560 |  1.0% ] 明智小衣 - 侦探歌剧少女福尔摩斯TD
[ 19 | 01423 |  0.9% ] 天海响 - 灵感
[ 20 | 01416 |  0.9% ] 提欧尼西亚 - 魔物娘相伴的日常
[ 21 | 01093 |  0.7% ] 风羽玲奈 - 漫画家与助手们OVA
[ 22 | 00822 |  0.5% ] 柳生 - 闪乱神乐OVA
[ 23 | 00745 |  0.5% ] 香坂彩乃 - CodeGeass亡国的阿基德
[ 24 | 00694 |  0.4% ] 平娜·戈·兰达 - GATE奇幻自卫队
[ 25 | 00691 |  0.4% ] 夏洛特·E·叶格 - 强袭魔女新OVA
[ 26 | 00614 |  0.4% ] 大和 - 苍蓝钢铁的琶音DC
[ 27 | 00602 |  0.4% ] 濑名渚 - 恋爱舞台OVA
[ 28 | 00580 |  0.4% ] 火钵 - 常住战阵虫奉行OVA
[ 29 | 00537 |  0.3% ] 刻耳柏洛斯 - 巴哈姆特之怒
[ 30 | 00513 |  0.3% ] 鮎川亚由 - 游戏王ARC-V
[ 31 | 00479 |  0.3% ] 八月一日静 - 苍蓝钢铁的琶音DC
[ 32 | 00394 |  0.2% ] 绿子 - 选择扩散者
[ 33 | 00366 |  0.2% ] 柊历 - 电波教师
[ 34 | 00358 |  0.2% ] 卡斯特拉 - 死亡游行
[ 35 | 00333 |  0.2% ] 岬百合亚 - 宇宙战舰大和号2199 追忆的航海
[ 36 | 00332 |  0.2% ] 五十音言叶 - 夜樱四重奏OAD
[ 37 | 00314 |  0.2% ] 铃木结爱 - 摸索吧！部活剧 第三季
[ 38 | 00284 |  0.2% ] 黑田环奈 - 战斗之魂 烈火魂
[ 39 | 00166 |  0.1% ] 希妲·法干 - CodeGeass亡国的阿基德
[ 40 | 00158 |  0.1% ] 羽生礼子 - 潮与虎
[ 41 | 00155 |  0.1% ] 法露露 - 美妙天堂
[ 42 | 00149 |  0.1% ] 守护神 - 潮与虎
[ 43 | 00132 |  0.1% ] 石动弥生 - 生存游戏部OVA
[ 44 | 00114 |  0.1% ] 真间雁惠美 - 未来卡搭档对战
[ 45 | 00099 |  0.1% ] 夏川唯 - 钻石王牌
[ 46 | 00083 |  0.1% ] 白玉蜜柑 - 美妙天堂
[ 47 | 00078 |  0.0% ] 坂下夜未 - 敢达创战者TRY
[ 48 | 00064 |  0.0% ] 远藤麻美 - 暴力宇宙海贼 亚空的深渊
[ 49 | 00060 |  0.0% ] 未门凉实 - 未来卡搭档对战
[ 50 | 00055 |  0.0% ] 冈崎久美 - 卡片战斗先导者G

2015-11-14 晋级数据 TOP100 男子组 (总票数: 150351)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 18098 | 12.0% ] 小次郎 - 宠物小精灵XY
[ 02 | 15005 | 10.0% ] 津田隆利 - 妄想学生会OVA
[ 03 | 13698 |  9.1% ] 巴卫 - 元气少女缘结神 第二季
[ 04 | 12321 |  8.2% ] 阿明·阿诺德 - 进击的巨人剧场版
[ 05 | 11883 |  7.9% ] 龟仙人 - 龙珠·超
[ 06 | 11080 |  7.4% ] 李洛克 - 火影忍者 疾风传
[ 07 | 09844 |  6.5% ] 坂本辰马 - 银魂°
[ 08 | 09202 |  6.1% ] 叶山隼人 - 我的青春恋爱物语果然有问题 第二季
[ 09 | 08973 |  6.0% ] 花京院典明 - JOJO的奇妙冒险 星尘斗士 埃及篇
[ 10 | 06877 |  4.6% ] 芳村 - 东京食尸鬼 第二季
[ 11 | 04750 |  3.2% ] 千叶龙之介 - 暗杀教室
[ 12 | 03973 |  2.6% ] 欧比 - 赤发白雪姬
[ 13 | 03346 |  2.2% ] 七野 - 夏洛特
[ 14 | 03128 |  2.1% ] 彼方·英司 - 空战魔导士候补生的教官
[ 15 | 02253 |  1.5% ] 黑崎兰丸 - 歌之王子殿下 第三季
[ 16 | 02155 |  1.4% ] 鬼灯水月 - 火影忍者 疾风传
[ 17 | 01550 |  1.0% ] 赤间游兔 - 御神乐学园组曲
[ 18 | 01287 |  0.9% ] 东峰旭 - 排球少年剧场版
[ 19 | 01218 |  0.8% ] 乙比古 - 元气少女缘结神 第二季
[ 20 | 01158 |  0.8% ] 泽村荣纯 - 钻石王牌
[ 21 | 00977 |  0.6% ] 大野健一 - 樱桃小丸子 第二季
[ 22 | 00952 |  0.6% ] 后藤卓也 - 吹响！上低音号
[ 23 | 00924 |  0.6% ] 米库里欧 - 情热传说 导师的黎明
[ 24 | 00729 |  0.5% ] 福尔摩斯 - 吸血鬼福尔摩斯
[ 25 | 00613 |  0.4% ] 马可·博特 - 进击的巨人剧场版
[ 26 | 00571 |  0.4% ] 克拉维斯 - 死亡游行
[ 27 | 00527 |  0.4% ] 达尔克·法克特 - Falcom学园SC
[ 28 | 00517 |  0.3% ] 凯撒·利德法尔德 - 巴哈姆特之怒
[ 29 | 00492 |  0.3% ] 结城哲也 - 钻石王牌
[ 30 | 00396 |  0.3% ] 夏侯淳元让 - 一骑当千 Extravaganza Epoch
[ 31 | 00308 |  0.2% ] 刀锋战士 - 天雷争霸 复仇者联盟
[ 32 | 00297 |  0.2% ] 让·米歇尔·罗杰 - 游戏王ARC-V
[ 33 | 00207 |  0.1% ] 矢野宗平 - 军人少女
[ 34 | 00192 |  0.1% ] 龟田满 - 山田君与七个魔女
[ 35 | 00150 |  0.1% ] 一氏裕次 - 新网球王子OVA vs Genius10
[ 36 | 00129 |  0.1% ] 德川秀忠 - 战国无双
[ 37 | 00110 |  0.1% ] 本城彰男 - 阿茹茉妮
[ 38 | 00094 |  0.1% ] 古见翔 - 美男高校地球防卫部LOVE
[ 39 | 00091 |  0.1% ] 绮场圣苑 - 卡片战斗先导者G
[ 40 | 00080 |  0.1% ] 丹迪店长 - 旋转少女
[ 41 | 00074 |  0.0% ] 毕尔克 - 绿林女儿罗妮娅
[ 42 | 00057 |  0.0% ] 安东尼奥 - 魔神之骨
[ 43 | 00041 |  0.0% ] 雷沃特 - 魔神之骨
[ 44 | 00024 |  0.0% ] 今野裕二 - 团地友夫

2015-11-13 晋级数据 TOP100 女子组 (总票数: 166185)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 28089 | 16.9% ] 绚濑绘里 - Love Live! The School Idol Movie
[ 02 | 27242 | 16.4% ] 宫园薰 - 四月是你的谎言
[ 03 | 14461 |  8.7% ] 高雄 - 舰队collection
[ 04 | 11936 |  7.2% ] 折原舞流 - 无头骑士异闻录×2 承
[ 05 | 08762 |  5.3% ] 伊波樱 - 境界的彼方 剧场版
[ 06 | 07298 |  4.4% ] 周防天音 - 灰色的果实
[ 07 | 07230 |  4.4% ] 伊400 - 苍蓝钢铁的琶音DC
[ 08 | 05812 |  3.5% ] 小鸟游荠 - 迷糊餐厅 第三季
[ 09 | 05696 |  3.4% ] 竹井久 - 咲日和
[ 10 | 04599 |  2.8% ] 新堂彩华 - 境界的彼方 剧场版
[ 11 | 03937 |  2.4% ] 白崎鸫 - 大图书馆的牧羊人
[ 12 | 03700 |  2.2% ] 木野真琴 - 美少女战士Crystal
[ 13 | 02343 |  1.4% ] 白亚·B·布列德费尔德 - 如果折断她的旗OAD
[ 14 | 02289 |  1.4% ] 岳间泽龙子 - 魔法少女伊莉雅2wei Herz
[ 15 | 02218 |  1.3% ] 以西结 - 纯洁的玛利亚
[ 16 | 02212 |  1.3% ] 四门摩耶 - 圣剑使的禁咒咏唱
[ 17 | 02163 |  1.3% ] 樱田光 - 城下町的蒲公英
[ 18 | 02150 |  1.3% ] 琪丝·贝尔 - 终结的炽天使
[ 19 | 02128 |  1.3% ] 诸葛亮孔明 - 一骑当千 Extravaganza Epoch
[ 20 | 01688 |  1.0% ] 玛利亚·凯尊武娜·伊娃 - 战姬绝唱GX
[ 21 | 01510 |  0.9% ] 生田目千足 - 恶魔之谜 TV未放送
[ 22 | 01434 |  0.9% ] 天都彼方 - 临时女友
[ 23 | 01425 |  0.9% ] 赤城米莉亚 - 偶像大师 灰姑娘女孩
[ 24 | 01344 |  0.8% ] 莫亚 - SHOW BY ROCK!!
[ 25 | 01262 |  0.8% ] 濑川美里 - 白箱
[ 26 | 01043 |  0.6% ] 乌苏拉·哈特曼 - 强袭魔女新OVA
[ 27 | 00939 |  0.6% ] 笹原野野花 - 临时女友
[ 28 | 00870 |  0.5% ] 仓石蒲公英 - 魔女的使命OAD
[ 29 | 00840 |  0.5% ] 神谷奈绪 - 偶像大师 灰姑娘女孩
[ 30 | 00835 |  0.5% ] 亚里亚 - DOG DAYS 第三季
